c_sht,h_sht,c_bme,p_bme,h_bme,c_lm,lux_diode
1713972410,20.16404,47.85229,17.85C,997.06hPa,42.52%,20.63035,97.70504
1713972420,20.14802,47.87213,17.85C,997.04hPa,42.51%,20.63035,97.70504
1713972430,20.16404,47.89807,17.84C,997.00hPa,42.51%,20.71092,97.70504
1713972440,20.12132,47.92706,17.84C,997.03hPa,42.48%,20.79148,97.70504
1713972450,20.14802,47.96674,17.85C,997.01hPa,42.51%,20.71092,97.70504
1713972460,20.13467,48.00031,17.84C,997.00hPa,42.53%,20.71092,97.70504
1713972470,20.14802,47.97742,17.84C,997.02hPa,42.54%,20.71092,97.70504
1713972480,20.13467,47.9179,17.84C,997.08hPa,42.54%,20.63035,97.70504
1713972490,20.13467,47.85839,17.84C,996.91hPa,42.56%,20.71092,97.68063
1713972500,20.13467,47.84771,17.84C,996.99hPa,42.53%,20.71092,97.68063
1713972510,20.10796,47.87976,17.84C,996.95hPa,42.53%,20.71092,97.68063
1713972520,20.13467,47.84771,17.84C,997.03hPa,42.57%,20.79148,97.70504
1713972530,20.12132,47.90417,17.84C,997.05hPa,42.52%,20.71092,97.68063
1713972540,20.12132,47.91638,17.83C,996.98hPa,42.52%,20.71092,97.68063
1713972550,20.13467,47.96368,17.83C,997.04hPa,42.48%,20.71092,97.70504
1713972560,20.12132,47.99878,17.83C,997.01hPa,42.48%,20.71092,97.70504
1713972570,20.12132,47.953,17.84C,997.03hPa,42.49%,20.71092,97.72945
1713972580,20.13467,47.93011,17.83C,997.04hPa,42.47%,20.71092,97.75387
1713972590,20.12132,47.97589,17.83C,997.01hPa,42.41%,20.63035,97.72945
1713972600,20.13467,48.02319,17.84C,997.05hPa,42.50%,20.63035,97.72945
1713972610,20.12132,48.02319,17.83C,997.01hPa,42.52%,20.63035,97.72945
1713972620,20.12132,48.05829,17.83C,997.01hPa,42.48%,20.63035,97.75387
1713972630,20.10796,48.05829,17.82C,997.02hPa,42.50%,20.71092,97.72945
1713972640,20.12132,47.99878,17.83C,996.98hPa,42.50%,20.79148,97.75387
1713972650,20.12132,47.953,17.83C,996.98hPa,42.50%,20.54475,97.75387
1713972660,20.09193,47.93621,17.83C,997.00hPa,42.50%,20.71092,97.75387
1713972670,20.10796,47.97589,17.83C,996.95hPa,42.49%,20.71092,97.8027
1713972680,20.09193,48.0415,17.82C,997.02hPa,42.51%,20.71092,97.8027
1713972690,20.13467,48.05981,17.83C,997.01hPa,42.49%,20.71092,97.8027
1713972700,20.10796,48.0354,17.82C,996.96hPa,42.52%,20.63035,97.77828
1713972710,20.12132,48.04608,17.83C,996.98hPa,42.53%,20.71092,97.75387
1713972720,20.10796,47.94995,17.83C,997.00hPa,42.57%,20.71092,97.75387
1713972730,20.09193,47.84314,17.83C,997.01hPa,42.57%,20.71092,97.72945
1713972740,20.10796,47.92553,17.83C,997.01hPa,42.54%,20.71092,97.72945
1713972750,20.07858,47.9942,17.83C,997.00hPa,42.52%,20.71092,97.75387
1713972760,20.10796,48.08118,17.82C,996.97hPa,42.53%,20.71092,97.70504
1713972770,20.10796,48.08118,17.81C,997.06hPa,42.53%,20.79148,97.72945
1713972780,20.07858,48.07813,17.82C,996.99hPa,42.49%,20.71092,97.70504
1713972790,20.09193,48.0415,17.82C,996.93hPa,42.42%,20.54475,97.68063
1713972800,20.09193,48.0415,17.82C,996.99hPa,42.45%,20.54475,97.70504
1713972810,20.09193,47.97284,17.82C,996.91hPa,42.52%,20.54475,97.70504
1713972820,20.09193,48.0415,17.82C,996.94hPa,42.50%,20.71092,97.68063
1713972830,20.09193,48.09033,17.81C,996.95hPa,42.48%,20.63035,97.70504
1713972840,20.07858,48.16053,17.81C,996.95hPa,42.58%,20.63035,97.68063
1713972850,20.09193,48.12695,17.82C,996.99hPa,42.55%,20.71092,97.65621
1713972860,20.07858,48.16053,17.81C,996.95hPa,42.53%,20.63035,97.6318
1713972870,20.09193,48.11475,17.81C,996.98hPa,42.58%,20.63035,97.65621
1713972880,20.07858,48.14679,17.81C,997.01hPa,42.54%,20.71092,97.68063
1713972890,20.07858,48.14679,17.81C,996.89hPa,42.56%,20.63035,97.68063
1713972900,20.06523,48.14527,17.81C,996.98hPa,42.59%,20.71092,97.68063
1713972910,20.06523,48.159,17.81C,996.93hPa,42.48%,20.71092,97.70504
1713972920,20.09193,48.18647,17.81C,996.93hPa,42.50%,20.63035,97.70504
1713972930,20.06523,48.22919,17.81C,996.97hPa,42.60%,20.71092,97.72945
1713972940,20.06523,48.16968,17.81C,996.89hPa,42.60%,20.54475,97.70504
1713972950,20.05188,48.22766,17.81C,997.00hPa,42.59%,20.63035,97.70504
1713972960,20.06523,48.11322,17.8C,996.98hPa,42.55%,20.63035,97.70504
1713972970,20.06523,48.0766,17.8C,996.93hPa,42.53%,20.71092,97.68063
1713972980,20.07858,48.06439,17.81C,996.96hPa,42.56%,20.63035,97.68063
1713972990,20.05188,48.08575,17.81C,996.96hPa,42.58%,20.63035,97.70504
1713973000,20.05188,48.15595,17.8C,996.98hPa,42.57%,20.71092,97.68063
1713973010,20.07858,48.19562,17.8C,996.98hPa,42.54%,20.63035,97.68063
1713973020,20.01984,48.15442,17.81C,996.96hPa,42.58%,20.63035,97.70504
1713973030,20.06523,48.22919,17.81C,996.99hPa,42.62%,20.63035,97.68063
1713973040,20.03586,48.26123,17.8C,996.93hPa,42.61%,20.46418,97.6318
1713973050,20.05188,48.26429,17.81C,996.96hPa,42.56%,20.63035,97.68063
1713973060,20.06523,48.12238,17.8C,996.89hPa,42.49%,20.54475,97.6318
1713973070,20.01984,48.09491,17.79C,996.94hPa,42.50%,20.63035,97.65621
1713973080,20.06523,48.159,17.8C,996.92hPa,42.55%,20.63035,97.6318
1713973090,20.07858,48.14679,17.8C,996.89hPa,42.58%,20.63035,97.65621
1713973100,20.05188,48.20478,17.8C,997.01hPa,42.60%,20.63035,97.65621
1713973110,20.03586,48.20173,17.8C,996.97hPa,42.57%,20.71092,97.68063
1713973120,20.06523,48.11322,17.8C,996.92hPa,42.56%,20.63035,97.68063
1713973130,20.05188,48.09644,17.79C,996.91hPa,42.51%,20.71092,97.68063
1713973140,20.03586,48.10864,17.79C,996.93hPa,42.58%,20.54475,97.68063
1713973150,20.03586,48.22461,17.8C,996.92hPa,42.62%,20.63035,97.6318
1713973160,20.05188,48.28717,17.79C,996.96hPa,42.58%,20.63035,97.60738
1713973170,20.05188,48.28717,17.78C,996.95hPa,42.58%,20.63035,97.58297
1713973180,20.05188,48.31006,17.78C,996.90hPa,42.58%,20.63035,97.53414
1713973190,20.03586,48.29786,17.78C,996.92hPa,42.59%,20.63035,97.55856
1713973200,20.01984,48.28412,17.79C,996.99hPa,42.57%,20.63035,97.55856
1713973210,20.01984,48.28412,17.79C,996.93hPa,42.60%,20.63035,97.53414
1713973220,20.01984,48.29633,17.79C,996.96hPa,42.64%,20.63035,97.50973
1713973230,20.03586,48.30701,17.78C,996.98hPa,42.67%,20.63035,97.50973
1713973240,20.01984,48.29633,17.78C,997.00hPa,42.65%,20.71092,97.50973
1713973250,20.03586,48.30701,17.78C,996.98hPa,42.63%,20.63035,97.53414
1713973260,20.05188,48.34669,17.78C,996.92hPa,42.69%,20.63035,97.53414
1713973270,20.01984,48.25971,17.78C,996.94hPa,42.69%,20.63035,97.58297
1713973280,20.00648,48.22309,17.77C,996.98hPa,42.68%,20.63035,97.58297
1713973290,20.01984,48.30701,17.77C,996.94hPa,42.68%,20.63035,97.55856
1713973300,20.01984,48.35279,17.78C,996.95hPa,42.70%,20.63035,97.55856
1713973310,20.03586,48.27344,17.77C,996.88hPa,42.68%,20.63035,97.58297
1713973320,20.00648,48.23377,17.78C,996.97hPa,42.68%,20.54475,97.53414
1713973330,20.01984,48.2002,17.77C,996.91hPa,42.68%,20.63035,97.53414
1713973340,20.01984,48.28412,17.77C,996.90hPa,42.70%,20.54475,97.55856
1713973350,20.00648,48.31922,17.77C,996.93hPa,42.68%,20.54475,97.53414
1713973360,19.99046,48.41077,17.78C,996.89hPa,42.68%,20.63035,97.53414
1713973370,20.00648,48.42451,17.77C,996.90hPa,42.71%,20.63035,97.53414
1713973380,19.99046,48.42146,17.77C,996.93hPa,42.69%,20.63035,97.50973
1713973390,20.00648,48.38789,17.77C,996.93hPa,42.69%,20.54475,97.50973
1713973400,19.99046,48.37415,17.77C,997.04hPa,42.70%,20.71092,97.50973
1713973410,19.96376,48.39704,17.77C,996.95hPa,42.72%,20.63035,97.48531
1713973420,20.00648,48.43519,17.76C,996.92hPa,42.67%,20.54475,97.43649
1713973430,20.00648,48.42451,17.77C,996.93hPa,42.72%,20.54475,97.43649
1713973440,19.99046,48.41077,17.77C,996.94hPa,42.72%,20.63035,97.41207
1713973450,20.00648,48.42451,17.76C,996.89hPa,42.73%,20.63035,97.43649
1713973460,19.99046,48.47028,17.75C,996.90hPa,42.72%,20.63035,97.41207
1713973470,19.97711,48.4535,17.75C,996.84hPa,42.71%,20.63035,97.38766
1713973480,19.97711,48.48096,17.76C,996.97hPa,42.68%,20.63035,97.38766
1713973490,19.99046,48.47028,17.76C,996.99hPa,42.71%,20.63035,97.41207
1713973500,19.99046,48.43366,17.76C,996.91hPa,42.69%,20.63035,97.41207
1713973510,19.99046,48.35126,17.75C,996.90hPa,42.70%,20.46418,97.36324
1713973520,19.97711,48.42146,17.75C,996.90hPa,42.70%,20.63035,97.36324
1713973530,19.99046,48.42146,17.75C,996.87hPa,42.69%,20.71092,97.36324
1713973540,19.97711,48.4535,17.75C,996.87hPa,42.73%,20.63035,97.33883
1713973550,19.97711,48.46723,17.74C,996.85hPa,42.78%,20.63035,97.33883
1713973560,19.97711,48.42146,17.75C,996.92hPa,42.79%,20.63035,97.33883
1713973570,19.96376,48.46571,17.74C,996.89hPa,42.78%,20.46418,97.36324
1713973580,19.96376,48.4535,17.75C,996.98hPa,42.68%,20.54475,97.38766
1713973590,19.95041,48.47639,17.74C,996.91hPa,42.68%,20.46418,97.41207
1713973600,19.95041,48.43977,17.74C,996.93hPa,42.73%,20.46418,97.41207
1713973610,19.99046,48.45655,17.74C,996.88hPa,42.81%,20.46418,97.43649
1713973620,19.96376,48.4062,17.73C,996.90hPa,42.82%,20.63035,97.48531
1713973630,19.96376,48.46571,17.74C,996.93hPa,42.74%,20.54475,97.48531
1713973640,19.97711,48.48096,17.73C,996.84hPa,42.83%,20.63035,97.50973
1713973650,19.93439,48.42603,17.73C,996.95hPa,42.82%,20.63035,97.50973
1713973660,19.96376,48.38331,17.73C,996.81hPa,42.81%,20.46418,97.50973
1713973670,19.96376,48.3711,17.73C,996.82hPa,42.82%,20.63035,97.53414
1713973680,19.96376,48.41993,17.73C,996.86hPa,42.82%,20.71092,97.53414
1713973690,19.96376,48.4535,17.73C,996.90hPa,42.78%,20.71092,97.53414
1713973700,19.96376,48.47944,17.73C,996.84hPa,42.74%,20.54475,97.58297
1713973710,19.95041,48.41688,17.73C,996.92hPa,42.79%,20.63035,97.60738
1713973720,19.95041,48.35737,17.73C,996.93hPa,42.72%,20.54475,97.6318
1713973730,19.93439,48.44892,17.74C,996.88hPa,42.76%,20.46418,97.6318
1713973740,19.95041,48.49928,17.73C,996.90hPa,42.75%,20.46418,97.68063
1713973750,19.95041,48.54811,17.73C,996.93hPa,42.82%,20.54475,97.68063
1713973760,19.95041,48.51148,17.73C,996.89hPa,42.86%,20.63035,97.70504
1713973770,19.95041,48.42908,17.73C,996.92hPa,42.87%,20.63035,97.70504
1713973780,19.93439,48.46265,17.73C,996.90hPa,42.84%,20.63035,97.70504
1713973790,19.95041,48.51148,17.73C,996.86hPa,42.79%,20.54475,97.70504
1713973800,19.96376,48.51301,17.73C,996.95hPa,42.79%,20.63035,97.68063
1713973810,19.95041,48.49928,17.73C,996.89hPa,42.81%,20.63035,97.68063
1713973820,19.92104,48.47486,17.73C,996.91hPa,42.80%,20.46418,97.70504
1713973830,19.93439,48.44892,17.72C,996.85hPa,42.79%,20.38361,97.72945
1713973840,19.93439,48.43977,17.73C,996.92hPa,42.71%,20.54475,97.72945
1713973850,19.93439,48.39246,17.73C,996.84hPa,42.71%,20.46418,97.70504
1713973860,19.96376,48.47944,17.73C,996.91hPa,42.80%,20.46418,97.70504
1713973870,19.92104,48.49775,17.73C,996.95hPa,42.80%,20.38361,97.68063
1713973880,19.92104,48.53132,17.73C,996.91hPa,42.82%,20.63035,97.65621
1713973890,19.93439,48.54506,17.73C,996.89hPa,42.85%,20.63035,97.65621
1713973900,19.95041,48.55879,17.73C,996.95hPa,42.90%,20.63035,97.6318
1713973910,19.93439,48.43977,17.73C,996.94hPa,42.88%,20.63035,97.60738
1713973920,19.95041,48.4062,17.72C,996.90hPa,42.88%,20.63035,97.60738
1713973930,19.93439,48.42603,17.72C,996.88hPa,42.85%,20.54475,97.60738
1713973940,19.93439,48.34364,17.73C,996.89hPa,42.84%,20.63035,97.60738
1713973950,19.93439,48.32074,17.72C,996.90hPa,42.84%,20.54475,97.6318
1713973960,19.93439,48.38026,17.73C,996.91hPa,42.85%,20.54475,97.65621
1713973970,19.92104,48.44892,17.73C,996.88hPa,42.83%,20.54475,97.68063
1713973980,19.92104,48.50843,17.73C,996.88hPa,42.83%,20.54475,97.70504
1713973990,19.90768,48.52979,17.73C,996.91hPa,42.86%,20.46418,97.70504
1713974000,19.93439,48.55879,17.72C,996.90hPa,42.86%,20.46418,97.68063
1713974010,19.93439,48.60456,17.73C,996.80hPa,42.87%,20.46418,97.68063
1713974020,19.92104,48.63661,17.72C,996.87hPa,42.86%,20.63035,97.68063
1713974030,19.90768,48.66255,17.72C,996.84hPa,42.81%,20.46418,97.68063
1713974040,19.92104,48.59083,17.72C,996.85hPa,42.80%,20.38361,97.65621
1713974050,19.90768,48.55421,17.71C,996.83hPa,42.77%,20.63035,97.6318
1713974060,19.92104,48.58015,17.72C,996.82hPa,42.77%,20.46418,97.60738
1713974070,19.90768,48.62593,17.72C,996.85hPa,42.82%,20.63035,97.60738
1713974080,19.90768,48.64882,17.72C,996.84hPa,42.83%,20.46418,97.55856
1713974090,19.92104,48.65034,17.72C,996.84hPa,42.87%,20.46418,97.55856
1713974100,19.90768,48.56642,17.72C,996.90hPa,42.88%,20.46418,97.55856
1713974110,19.92104,48.53132,17.72C,996.85hPa,42.93%,20.54475,97.53414
1713974120,19.90768,48.56642,17.71C,996.89hPa,42.86%,20.46418,97.55856
1713974130,19.90768,48.63661,17.71C,996.83hPa,42.79%,20.63035,97.53414
1713974140,19.89166,48.68238,17.71C,996.89hPa,42.86%,20.46418,97.50973
1713974150,19.90768,48.56642,17.71C,996.89hPa,42.91%,20.63035,97.48531
1713974160,19.90768,48.56642,17.71C,996.83hPa,42.93%,20.63035,97.48531
1713974170,19.87831,48.63203,17.71C,996.85hPa,42.91%,20.63035,97.48531
1713974180,19.90768,48.56642,17.72C,996.87hPa,42.89%,20.63035,97.43649
1713974190,19.90768,48.55421,17.71C,996.89hPa,42.89%,20.63035,97.43649
1713974200,19.90768,48.60304,17.71C,996.89hPa,42.91%,20.46418,97.43649
1713974210,19.90768,48.56642,17.71C,996.83hPa,42.86%,20.38361,97.48531
1713974220,19.92104,48.53132,17.7C,996.92hPa,42.81%,20.54475,97.43649
1713974230,19.90768,48.52064,17.7C,996.90hPa,42.88%,20.46418,97.4609
1713974240,19.87831,48.49317,17.7C,996.90hPa,42.93%,20.63035,97.4609
1713974250,19.87831,48.55268,17.71C,996.91hPa,42.90%,20.46418,97.48531
1713974260,19.90768,48.54353,17.71C,996.88hPa,42.94%,20.54475,97.48531
1713974270,19.90768,48.58931,17.71C,996.85hPa,42.90%,20.54475,97.50973
1713974280,19.89166,48.62288,17.7C,996.87hPa,42.87%,20.63035,97.53414
1713974290,19.89166,48.66865,17.69C,996.88hPa,42.92%,20.54475,97.53414
1713974300,19.89166,48.66865,17.69C,996.83hPa,42.94%,20.46418,97.55856
1713974310,19.89166,48.6595,17.7C,996.87hPa,42.97%,20.63035,97.53414
1713974320,19.86496,48.65797,17.71C,996.86hPa,42.95%,20.63035,97.55856
1713974330,19.87831,48.58625,17.69C,996.80hPa,42.96%,20.54475,97.55856
1713974340,19.89166,48.59999,17.69C,996.88hPa,42.95%,20.63035,97.55856
1713974350,19.86496,48.6305,17.69C,996.86hPa,42.92%,20.46418,97.53414
1713974360,19.89166,48.59999,17.69C,996.91hPa,42.96%,20.54475,97.53414
1713974370,19.89166,48.68238,17.69C,996.88hPa,42.99%,20.54475,97.55856
1713974380,19.87831,48.74037,17.7C,996.84hPa,43.00%,20.54475,97.53414
1713974390,19.86496,48.66713,17.7C,996.87hPa,42.98%,20.46418,97.50973
1713974400,19.87831,48.60914,17.7C,996.84hPa,42.97%,20.46418,97.50973
1713974410,19.86496,48.59846,17.69C,996.86hPa,42.94%,20.46418,97.50973
1713974420,19.86496,48.6305,17.69C,996.86hPa,42.90%,20.46418,97.55856
1713974430,19.86496,48.6305,17.69C,996.86hPa,42.94%,20.46418,97.58297
1713974440,19.86496,48.57252,17.69C,996.85hPa,42.94%,20.38361,97.60738
1713974450,19.87831,48.64576,17.69C,996.86hPa,42.98%,20.63035,97.58297
1713974460,19.89166,48.68238,17.69C,996.85hPa,42.98%,20.54475,97.58297
1713974470,19.86496,48.62135,17.68C,996.87hPa,42.97%,20.54475,97.55856
1713974480,19.87831,48.69154,17.69C,996.85hPa,42.99%,20.63035,97.53414
1713974490,19.83559,48.73579,17.69C,996.85hPa,42.97%,20.54475,97.50973
1713974500,19.86496,48.76326,17.7C,996.87hPa,42.96%,20.38361,97.50973
1713974510,19.83559,48.69917,17.7C,996.86hPa,43.00%,20.46418,97.50973
1713974520,19.87831,48.74037,17.69C,996.85hPa,43.04%,20.54475,97.50973
1713974530,19.86496,48.78614,17.69C,996.77hPa,42.98%,20.46418,97.48531
1713974540,19.86496,48.76326,17.68C,996.83hPa,43.00%,20.46418,97.48531
1713974550,19.87831,48.69154,17.68C,996.84hPa,43.00%,20.38361,97.43649
1713974560,19.85161,48.57252,17.68C,996.78hPa,42.95%,20.46418,97.43649
1713974570,19.86496,48.57252,17.68C,996.78hPa,42.97%,20.54475,97.41207
1713974580,19.85161,48.65492,17.68C,996.83hPa,42.96%,20.46418,97.38766
1713974590,19.83559,48.73579,17.68C,996.81hPa,42.98%,20.46418,97.38766
1713974600,19.85161,48.72358,17.68C,996.79hPa,43.01%,20.54475,97.36324
1713974610,19.86496,48.77241,17.68C,996.79hPa,43.01%,20.46418,97.33883
1713974620,19.86496,48.71443,17.68C,996.84hPa,43.03%,20.54475,97.33883
1713974630,19.86496,48.74037,17.68C,996.81hPa,43.09%,20.46418,97.29
1713974640,19.83559,48.82887,17.68C,996.72hPa,43.09%,20.38361,97.24117
1713974650,19.85161,48.83192,17.67C,996.77hPa,43.01%,20.46418,97.21676
1713974660,19.85161,48.78309,17.67C,996.82hPa,43.08%,20.46418,97.21676
1713974670,19.83559,48.79225,17.68C,996.79hPa,43.10%,20.46418,97.21676
1713974680,19.85161,48.81971,17.67C,996.82hPa,43.01%,20.46418,97.16793
1713974690,19.85161,48.78309,17.68C,996.86hPa,43.00%,20.46418,97.19234
1713974700,19.82224,48.72206,17.67C,996.82hPa,43.03%,20.54475,97.19234
1713974710,19.85161,48.77241,17.66C,996.81hPa,43.06%,20.46418,97.19234
1713974720,19.85161,48.8426,17.67C,996.88hPa,43.05%,20.63035,97.19234
1713974730,19.83559,48.81819,17.67C,996.80hPa,43.02%,20.54475,97.21676
1713974740,19.83559,48.87465,17.67C,996.79hPa,43.01%,20.46418,97.21676
1713974750,19.82224,48.82734,17.66C,996.81hPa,43.04%,20.46418,97.19234
1713974760,19.85161,48.78309,17.67C,996.82hPa,43.01%,20.38361,97.16793
1713974770,19.82224,48.63966,17.67C,996.79hPa,42.99%,20.46418,97.16793
1713974780,19.85161,48.6183,17.67C,996.79hPa,43.04%,20.46418,97.14352
1713974790,19.83559,48.75868,17.67C,996.76hPa,43.09%,20.63035,97.1191
1713974800,19.80888,48.81514,17.67C,996.82hPa,43.06%,20.54475,97.09469
1713974810,19.82224,48.76783,17.66C,996.81hPa,43.01%,20.46418,97.02144
1713974820,19.83559,48.73579,17.66C,996.81hPa,43.01%,20.54475,97.02144
1713974830,19.86496,48.80903,17.66C,996.81hPa,43.03%,20.63035,97.02144
1713974840,19.82224,48.82734,17.66C,996.81hPa,43.10%,20.54475,97.02144
1713974850,19.83559,48.90059,17.66C,996.81hPa,43.12%,20.54475,97.02144
1713974860,19.82224,48.89753,17.66C,996.81hPa,43.10%,20.46418,97.02144
1713974870,19.82224,48.84108,17.65C,996.84hPa,43.11%,20.63035,97.02144
1713974880,19.82224,48.79225,17.66C,996.83hPa,43.10%,20.46418,97.02144
1713974890,19.82224,48.88685,17.66C,996.82hPa,43.12%,20.63035,96.99702
1713974900,19.82224,48.88685,17.66C,996.79hPa,43.14%,20.46418,96.99702
1713974910,19.80888,48.96925,17.66C,996.85hPa,43.11%,20.38361,96.99702
1713974920,19.82224,48.99367,17.65C,996.78hPa,43.09%,20.46418,96.97261
1713974930,19.82224,48.97993,17.66C,996.79hPa,43.08%,20.38361,96.9482
1713974940,19.82224,48.97993,17.65C,996.81hPa,43.07%,20.54475,96.9482
1713974950,19.79553,48.94331,17.65C,996.81hPa,43.04%,20.54475,96.87495
1713974960,19.80888,48.96925,17.66C,996.79hPa,43.05%,20.54475,96.82613
1713974970,19.79553,48.94331,17.66C,996.79hPa,43.04%,20.46418,96.82613
1713974980,19.82224,48.95705,17.66C,996.79hPa,43.10%,20.38361,96.7773
1713974990,19.82224,48.89753,17.65C,996.81hPa,43.08%,20.54475,96.7773
1713975000,19.80888,48.80445,17.66C,996.79hPa,43.11%,20.46418,96.80171
1713975010,19.80888,48.80445,17.65C,996.78hPa,43.11%,20.46418,96.7773
1713975020,19.80888,48.83802,17.65C,996.78hPa,43.11%,20.54475,96.80171
1713975030,19.82224,48.80445,17.65C,996.70hPa,43.03%,20.46418,96.7773
1713975040,19.79553,48.81361,17.65C,996.84hPa,43.04%,20.38361,96.72847
1713975050,19.79553,48.84718,17.65C,996.80hPa,43.09%,20.38361,96.65522
1713975060,19.79553,48.86091,17.65C,996.81hPa,43.15%,20.54475,96.63081
1713975070,19.77951,48.92958,17.64C,996.79hPa,43.16%,20.54475,96.58198
1713975080,19.79553,48.97841,17.65C,996.81hPa,43.18%,20.54475,96.55756
1713975090,19.79553,48.98909,17.64C,996.81hPa,43.18%,20.46418,96.53315
1713975100,19.79553,48.98909,17.64C,996.84hPa,43.13%,20.38361,96.55756
1713975110,19.80888,48.99214,17.64C,996.82hPa,43.20%,20.63035,96.55756
1713975120,19.76615,49.05623,17.64C,996.84hPa,43.18%,20.46418,96.53315
1713975130,19.79553,48.98909,17.64C,996.81hPa,43.15%,20.38361,96.55756
1713975140,19.79553,48.94331,17.63C,996.85hPa,43.14%,20.38361,96.53315
1713975150,19.77951,48.88227,17.63C,996.81hPa,43.15%,20.46418,96.50874
1713975160,19.79553,48.9662,17.63C,996.81hPa,43.13%,20.38361,96.48432
1713975170,19.79553,49.02571,17.62C,996.82hPa,43.13%,20.46418,96.50874
1713975180,19.79553,48.94331,17.63C,996.75hPa,43.09%,20.54475,96.50874
1713975190,19.77951,48.95247,17.63C,996.85hPa,43.10%,20.46418,96.50874
1713975200,19.79553,48.97841,17.62C,996.82hPa,43.13%,20.38361,96.45991
1713975210,19.77951,49.04707,17.63C,996.80hPa,43.17%,20.46418,96.45991
1713975220,19.80888,49.05165,17.62C,996.90hPa,43.17%,20.38361,96.43549
1713975230,19.79553,48.98909,17.61C,996.83hPa,43.16%,20.54475,96.38667
1713975240,19.77951,49.02419,17.62C,996.79hPa,43.18%,20.38361,96.33784
1713975250,19.76615,48.97383,17.62C,996.84hPa,43.16%,20.46418,96.26459
1713975260,19.79553,48.9662,17.62C,996.76hPa,43.13%,20.46418,96.19135
1713975270,19.76615,48.95094,17.62C,996.86hPa,43.14%,20.38361,96.1181
1713975280,19.76615,49.01045,17.62C,996.86hPa,43.16%,20.30304,96.04486
1713975290,19.76615,49.01045,17.61C,996.80hPa,43.14%,20.54475,95.99603
1713975300,19.77951,49.03487,17.62C,996.81hPa,43.18%,20.63035,95.99603
1713975310,19.76615,48.98756,17.6C,996.81hPa,43.15%,20.38361,95.9472
1713975320,19.76615,48.97383,17.61C,996.77hPa,43.20%,20.38361,95.9472
1713975330,19.7528,48.94789,17.61C,996.85hPa,43.22%,20.46418,95.9472
1713975340,19.77951,48.8365,17.6C,996.76hPa,43.17%,20.46418,95.9472
1713975350,19.76615,48.81056,17.6C,996.81hPa,43.24%,20.46418,95.87395
1713975360,19.7528,48.96162,17.6C,996.81hPa,43.29%,20.46418,95.82513
1713975370,19.77951,49.07149,17.6C,996.81hPa,43.30%,20.54475,95.80071
1713975380,19.77951,49.131,17.6C,996.91hPa,43.29%,20.38361,95.75188
1713975390,19.7528,49.02113,17.6C,996.84hPa,43.27%,20.38361,95.72747
1713975400,19.7528,48.94789,17.6C,996.81hPa,43.25%,20.38361,95.67864
1713975410,19.7528,48.98451,17.59C,996.82hPa,43.29%,20.46418,95.65423
1713975420,19.7528,49.10353,17.59C,996.74hPa,43.31%,20.46418,95.62981
1713975430,19.7528,49.14931,17.58C,996.84hPa,43.22%,20.38361,95.58099
1713975440,19.76615,49.10658,17.59C,996.76hPa,43.21%,20.38361,95.55657
1713975450,19.72343,49.01961,17.59C,996.90hPa,43.25%,20.46418,95.50774
1713975460,19.73678,48.97078,17.59C,996.76hPa,43.25%,20.38361,95.45892
